00 3c,08 50,Probe Response,UNKNOWN,4061,b8:27:eb:98:fb:7b,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,08 50,Probe Response,UNKNOWN,35,b8:27:eb:d8:cb:82,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,08 50,Probe Response,UNKNOWN,33,b8:27:eb:d8:cb:82,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,08 50,Probe Response,UNKNOWN,25,b8:27:eb:9e:71:71,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,08 50,Probe Response,UNKNOWN,20,b8:27:eb:9e:71:71,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,01 c8,QoS Null,N/A,0,e:8d:cb:84:9b:ff,34:f6:4b:7e:72:23,e:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,93,0:24:d7:1e:cf:f4,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,62,e:8d:fb:17:f8:19,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,4068,b8:27:eb:98:fb:7b,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,4063,e:8d:fb:84:9b:ff,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,4061,b8:27:eb:98:fb:7b,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,4054,b8:27:eb:b4:4e:2c,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,35,b8:27:eb:d8:cb:82,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,25,b8:27:eb:9e:71:71,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,21,b8:27:eb:9e:71:71,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,169,54:27:1e:6b:b7:f1,1e:8d:cb:84:9b:ff,1e:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,168,54:27:1e:6b:b7:f1,a:8d:cb:84:9b:ff,a:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,168,54:27:1e:6b:b7:f1,1e:8d:cb:84:9b:ff,1e:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,1493,54:27:1e:6b:b7:f1,e:8d:cb:84:9b:ff,e:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,1247,54:27:1e:6b:b7:f1,2:8d:cb:84:9b:ff,2:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,11,b8:27:eb:fe:fd:b1,ba:86:87:6e:ad:f1,ba:86:87:6e:ad:f1,2.437000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,113,54:27:1e:6b:b7:f1,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 3c,00 50,Probe Response,UNKNOWN,112,54:27:1e:6b:b7:f1,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 2c,19 48,Null,N/A,2777,1c:e6:c7:d:d:b0,b8:d7:af:5:ea:7a,1c:e6:c7:d:d:b0,2.437000,0.0011
00 2c,11 48,Null,N/A,2776,1c:e6:c7:d:d:b0,b8:d7:af:5:ea:7a,1c:e6:c7:d:d:b0,2.437000,0.0011
00 00,00 94,Block ACK,N/A,CTL,c:8d:db:18:2:a2,90:a2:da:f3:12:25,XX:XX:XX:XX:XX:XX,2.462000,0.0011
00 00,00 94,Block ACK,N/A,CTL,b8:27:eb:b4:4e:2c,a:8d:db:17:f8:19,XX:XX:XX:XX:XX:XX,2.462000,0.0011
00 00,00 94,Block ACK,N/A,CTL,8c:85:90:d:4:ab,88:75:56:c7:f9:40,XX:XX:XX:XX:XX:XX,2.412000,0.0011
00 00,00 94,Block ACK,N/A,CTL,0:e1:b0:10:10:12,1c:e6:c7:3e:73:c0,XX:XX:XX:XX:XX:XX,2.412000,0.0011
00 00,00 80,Beacon,WiFiLab,1232,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1229,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1228,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1227,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1226,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1225,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1224,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1222,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1219,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1218,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1217,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1215,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1213,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1211,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1210,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1207,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1206,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1205,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1204,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1202,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1201,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1200,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1199,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1198,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1197,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1196,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1195,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1194,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1193,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1192,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1191,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1190,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1188,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1187,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1186,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1185,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1184,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1182,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1180,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1179,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1177,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1176,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1175,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1172,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1171,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1168,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1167,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1166,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1165,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1163,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1162,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1161,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1160,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1159,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1158,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1157,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1155,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1154,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1152,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1151,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1150,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1145,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1144,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1143,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1141,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1140,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1139,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1138,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1137,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1133,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1132,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1129,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1128,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1127,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1125,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1124,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1121,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1119,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1118,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1117,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1116,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1115,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1114,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1113,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1112,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1108,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1107,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1105,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1104,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1103,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1099,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1098,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1097,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1096,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1094,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1093,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1092,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1091,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1090,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1089,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,WiFiLab,1085,ff:ff:ff:ff:ff:ff,6:8d:cb:84:9b:ff,6:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,SOC-MGMT,2798,ff:ff:ff:ff:ff:ff,1e:8d:cb:84:9b:ff,1e:8d:cb:84:9b:ff,5.180000,0.0011
00 00,00 80,Beacon,SOC-MGMT,2797,ff:ff:ff:ff:ff:ff,1e:8d:cb:84:9b:ff,1e:8d:cb:84:9b:ff,5.180000,0.0011
